醫事機構代碼,診療科別
3537052246,11
3537052255,00
3537052264,01
3537052264,02
3537052273,11
3537052282,11
3537052308,04
3537052326,01
3537052326,04
3537052326,05
3537052362,03
3537052362,14
3537052371,04
3537052399,06
3537052415,01
3537052424,02
3537052433,01
3537052451,04
3537052497,03
3537052497,06
3537052504,13
3537052522,09
3537052540,09
3537052568,10
3537052657,04
3537052675,02
3537052693,01
3537052700,01
3537052728,02
3537052737,09
3537052746,00
3537052764,04
3537052773,01
3537052782,10
3537052791,10
3537052808,04
3537052817,03
3537052817,08
3537052826,13
3537052835,04
3537060033,00
3537060051,00
3537060113,01
3537060113,03
3537060122,03
3537060122,05
3537060159,10
3537060168,09
3537060177,01
3537060177,02
3537060186,05
3537060202,01
3537060202,06
3537060239,04
3537060248,10
3537060275,04
3537060293,04
3537060300,02
3537060300,12
3537060319,00
3537060328,10
3537060337,00
3537060346,00
3537060382,00
3537060391,04
3537061414,05
3537061423,00
3537061441,05
3537061450,01
3537061450,03
3537061469,02
3537061487,11
3537061496,01
3537061496,04
3537061503,01
3537061503,02
3537061521,14
3537061530,02
3537061530,09
3537061567,09
3537061576,02
3537061585,00
3537061594,02
3537061601,10
3537070020,09
3537070057,01
3537070057,04
3537070084,00
3537070100,01
3537070100,03
3537070119,00
3537070137,10
3537070173,00
3537070182,00
3537071198,00
3537071205,04
3537071214,00
3537071223,00
3537071241,01
3537071241,02
3537071250,02
3537080044,05
3537080124,10
3537080142,00
3537080197,01
3537080197,08
3537080222,00
3537080240,04
3537080259,10
3537080268,09
3537081283,04
3537081292,03
3537081292,05
3537081309,00
3537081345,09
3537081354,11
3537081363,05
3537081372,00
3537081381,04
3537081416,01
3537081434,04
3537081443,00
3537081452,05
3537081470,13
3537090022,00
3537090031,00
3537100041,02
3537100041,04
3537100069,00
3537100087,05
3537100096,01
3537100112,00
3537101182,00
3537101191,06
3537110010,00
3537110056,00
3537111106,00
3537111142,01
3537120098,00
3537121111,00
3537121139,09
3537121166,00
3537121184,02
3537121193,01
3537121206,06
3537121219,00
3537121228,01
3537121237,00
3537121255,01
3537121264,09
3537130012,10
3537130101,04
3537130138,00
3537130147,13
3537130174,04
3537130192,09
3537131215,00
3537131224,01
3537131233,00
3537131242,01
3537131297,01
3537131304,06
3537131313,03
3537131313,06
3537131322,09
3537131340,01
3537131359,06
3537131368,04
3537140045,00
3537140072,00
3537140134,00
3537141257,00
3537141293,00
3537150041,00
3537150069,00
3537150078,00
3537151093,00
3537151100,01
3537160038,01
3537160038,02
3537160056,00
3537160074,00
3537161188,00
3537161197,01
3537170061,00
3537170089,00
3537170105,00
3537170169,00
3537171175,01
3537180012,00
3537180030,02
3537180049,03
3537180049,05
3537180058,02
3537180058,04
3537181144,03
3537181153,01
3537181199,00
3537181206,00
3537181215,09
3537190027,02
3537190027,04
3537190063,00
3537190072,00
3537190081,00
3537190090,00
3537190125,04
3537190143,00
3537190161,00
3537191220,04
3537191248,00
3537191257,00
3537191266,01
3537200019,03
3537200019,05
3537200082,00
3537201114,00
3537201132,00
3537210033,00
3537210079,00
3537211085,02
3537211094,13
3537220011,01
3537220075,03
3537220075,05
3537221134,01
3537221143,04
3537221189,00
3537221232,01
3537221241,01
3537230035,00
3537231121,00
3537231210,00
3537231265,01
3537231283,00
3537231292,00
3537240031,00
3537250055,03
3537250055,05
3537250064,01
3537251105,00
3537251123,00
3537260122,00
3537261183,00
3537261192,00
3538010019,00
3538010037,00
3538010055,00
3538010091,00
3538010117,02
3538010126,02
3538010126,04
3538010144,03
3538010171,02
3538010171,04
3538010180,04
3538010180,09
3538010199,02
3538010199,04
3538010215,09
3538010233,02
3538010233,04
3538010251,03
3538010251,06
3538010288,03
3538010304,02
3538010304,04
3538010322,03
3538010340,10
3538010368,09
3538010420,00
3538010439,04
3538010448,00
3538010466,00
3538010475,02
3538010484,00
3538010484,01
3538010528,01
3538010537,00
3538010546,10
3538010555,00
3538010573,02
3538010573,03
3538010582,00
3538010644,11
3538010653,06
3538010662,01
3538011678,00
3538011712,05
3538011758,00
3538011767,05
3538011776,02
3538011785,00
3538011801,11
3538011810,09
3538011847,10
3538011856,04
3538011865,09
3538011883,04
3538011918,02
3538011945,00
3538011954,04
3538011981,01
3538012022,04
3538012031,13
3538012040,09
3538012059,00
3538012068,01
3538020015,00
3538020042,01
3538020168,01
3538020168,04
3538020177,00
3538020211,01
3538020211,03
3538020211,05
3538020266,02
3538020275,00
3538020275,01
3538020275,03
3538020275,05
3538020284,01
3538020284,03
3538020293,05
3538020319,01
3538020319,03
3538020382,00
3538020435,01
3538020435,05
3538020480,00
3538020499,00
3538020506,01
3538020524,01
3538020551,09
3538020588,02
3538020604,04
3538020613,00
3538020631,01
3538021674,14
3538022171,04
3538022199,10
3538022215,09
3538022224,01
3538022233,00
3538022242,00
3538022251,01
3538022260,01
3538022322,10
3538022331,02
3538022340,14
3538022359,11
3538022386,10
3538022395,09
3538022411,01
3538022466,00
3538022485,02
3538022537,01
3538022546,00
3538022564,04
3538022573,01
3538022573,02
3538022591,12
3538022608,02
3538022626,00
3538022635,00
3538022653,00
3538030048,00
3538030057,02
3538030057,04
3538030066,02
3538030066,04
3538030075,03
3538030100,00
3538030137,09
3538030155,09
3538030164,10
3538030244,05
3538030306,00
3538030324,02
3538030324,04
3538030360,00
3538030360,02
3538030360,04
3538030422,01
3538030422,09
3538030440,04
3538030459,11
3538030468,00
3538030477,00
3538030520,00
3538030593,05
3538030600,01
3538030600,02
3538030600,04
3538030691,01
3538030771,01
3538030815,10
3538030851,01
3538030851,04
3538030860,00
3538030904,14
3538030922,04
3538030968,01
3538030995,10
3538031081,01
3538031081,02
3538031107,02
3538032159,00
3538032739,09
3538032748,07
3538032793,04
3538032800,03
3538032800,06
3538032837,04
3538032855,03
3538032855,06
3538032926,00
3538032935,02
3538032953,06
3538032962,04
3538032971,14
3538033003,00
3538033012,04
3538033021,08
3538033030,09
3538033049,03
3538033049,05
3538033058,11
3538033067,10
3538033076,01
3538033085,00
3538033094,09
3538033101,00
3538033110,13
3538040017,03
3538040017,05
3538040035,03
3538040035,05
3538040071,02
3538040071,04
3538040080,00
3538040106,02
3538040106,04
3538040124,00
3538040160,00
3538040160,01
3538040179,00
3538040197,05
3538040277,00
3538040302,01
3538040311,00
3538040339,10
3538040357,01
3538040366,09
3538041381,02
3538041407,11
3538041416,10
3538041425,02
3538041434,00
3538041443,04
3538041505,00
3538041514,14
3538041523,02
3538041532,09
3538041550,02
3538041569,09
3538051154,00
3538051172,00
3538060117,00
3538060126,00
3538061276,02
3538061285,02
3538061294,00
3538061329,00
3538061338,04
3538070024,00
3538070033,00
3538070060,00
3538071101,00
3538080155,01
3538081205,00
3538081278,00
3538081287,00
3538090071,00
3538091096,04
3538091103,00
3538101373,02
3538101382,00
3538101408,00
3538110032,02
3538110087,04
3538110103,00
3538110103,01
3538110121,10
3538111262,00
3538111422,01
3538111422,03
3538111468,01
3538111548,01
3538111557,09
3538111566,01
3538111575,02
3538111575,03
3538111575,06
3538121179,01
3538121188,02
3538121197,01
3538121259,01
3538121286,01
3538121295,01
3538121302,01
3538131031,01
3538131059,00
3538131077,00
3538131095,01
3538131102,00
3539010120,02
3539010120,04
3539010139,02
3539010139,04
3539010193,03
3539010193,08
3539010246,05
3539010273,03
3539010273,08
3539010317,12
3539010326,04
3539010353,03
3539010353,05
3539010371,01
3539010415,09
3539010424,09
3539010488,03
3539010488,05
3539010504,00
3539010531,00
3539010559,10
3539010577,09
3539010586,00
3539010602,10
3539010611,11
3539010620,09
3539010666,02
3539010675,10
3539010746,01
3539010746,02
3539010773,09
3539010782,04
3539010791,04
3539010924,05
3539010988,00
3539011029,14
3539011109,04
3539011118,04
3539011136,02
3539011163,00
3539011207,02
3539011207,03
3539011216,11
3539012259,02
3539012295,10
3539012339,01
3539012339,03
3539012428,05
3539012446,10
3539012455,01
3539012464,04
3539012482,00
3539012526,04
3539012535,04
3539012544,01
3539012544,02
3539012562,00
3539012580,13
3539012660,04
3539012679,10
3539012697,09
3539012731,05
3539012740,10
3539012786,02
3539012786,03
3539012795,06
3539012811,03
3539012827,05
3539012839,04
3539012848,02
3539012866,13
3539012875,09
3539012884,11
3539012893,00
3539012900,09
3539012919,06
3539020037,03
3539020037,05
3539020046,01
3539020091,02
3539020091,04
3539020117,01
3539020117,04
3539020180,01
3539020180,03
3539020206,01
3539020206,03
3539020206,06
3539020242,00
3539020242,01
3539020242,02
3539020313,01
3539020313,40
3539020368,09
3539020395,01
3539020395,02
3539020420,10
3539021454,00
3539021463,04
3539021543,00
3539021552,01
3539021552,02
3539021552,03
3539021570,02
3539021598,04
3539030060,01
3539030060,02
3539030088,02
3539030088,04
3539030186,05
3539030220,01
3539030275,01
3539030275,03
3539030319,11
3539030337,10
3539030355,04
3539030382,09
3539030408,09
3539030462,04
3539030542,01
3539030542,06
3539030579,03
3539030588,01
3539030588,02
3539030640,02
3539030640,04
3539030659,01
3539030659,02
3539030686,09
3539030695,01
3539030711,05
3539030720,10
3539031772,04
3539031790,04
3539031825,04
3539031852,04
3539031861,14
3539031870,09
3539031905,04
3539031905,05
3539031914,10
3539031950,11
3539031978,05
3539032000,00
3539032028,00
3539032037,13
3539032046,02
3539032055,08
3539032064,03
3539032064,15
3539032073,04
3539032091,04
3539032091,05
3539032117,04
3539032126,04
3539032135,10
3539032144,06
3539032171,02
3539032180,01
3539032199,05
3539032206,06
3539032215,09
3539032224,09
3539040048,02
3539040048,04
3539040075,00
3539040093,01
3539040100,09
3539040119,00
3539040137,02
3539040137,04
3539040146,01
3539040173,00
3539040182,00
3539040208,01
3539040208,02
3539040217,00
3539040226,10
3539040315,09
3539041330,00
3539041349,02
3539041394,02
3539041438,11
3539041456,05
3539041465,02
3539041483,02
3539041492,00
3539041509,02
3539050017,00
3539050062,00
3539051309,00
3539051363,05
3539051381,02
3539051390,01
3539060040,00
3539060086,01
3539060086,02
3539060120,02
3539060120,04
3539060120,06
3539060139,01
3539060139,04
3539060148,00
3539060166,01
3539060166,03
3539060184,02
3539060228,01
3539060228,03
3539060308,05
3539060326,09
3539060415,00
3539060415,01
3539060415,02
3539060460,02
3539060559,04
3539060568,03
3539060595,02
3539061654,02
3539061681,10
3539061716,09
3539061725,10
3539061734,01
3539061734,07
3539061752,09
3539061770,02
3539061770,12
3539061789,04
3539061798,00
3539061805,10
3539061814,00
3539061823,11
3539061850,00
3539061850,05
3539061869,00
3539070064,01
3539070117,00
3539070171,01
3539070206,02
3539071285,00
3539071301,01
3539080051,01
3539081110,00
3539090020,02
3539090020,04
3539090093,03
3539090119,00
3539090128,00
3539090137,00
3539090137,01
3539090146,03
3539090164,02
3539090226,00
3539091296,02
3539091312,00
3539100058,01
3539100076,05
3539100094,01
3539101117,00
3539110036,01
3539111337,01
3539111337,05
3539111364,01
3539111426,01
3539120014,02
3539120014,04
3539120023,00
3539120023,01
3539120050,01
3539120050,03
3539120167,00
3539120201,01
3539120238,01
3539120238,04
3539121271,00
3539121342,06
3539121360,00
3539121397,00
3539121404,02
3539121413,00
3539130127,05
3539130305,00
3539131697,00
3539131704,01
3539131704,03
3539131795,02
3539131811,07
3539131811,09
3539131866,01
3539131893,04
3539131900,06
3539131919,02
3539131928,10
3539140187,01
3539141282,01
3539141335,01
3539141344,00
3539150012,01
3539150110,01
3539151224,01
3539151224,02
3539151224,03
3539160385,01
3539161622,01
3539161668,01
3539161668,03
3539161677,02
3539161720,02
3539170210,01
3539170238,00
3539170274,01
3539171351,00
3539171379,00
3539171413,03
3539180430,01
3539181562,00
3539181571,00
3539181802,00
3539181811,00
3539181839,00
3539181848,01
3539181857,00
3539181866,02
3539181866,04
3539181875,01
3539190356,00
3539190427,01
3539190472,00
3539191862,00
3539191906,00
3539192047,00
3539192074,01
3539192083,01
3539200179,01
3539201229,01
3539201238,10
3539201256,00
3539201292,00
3539201309,00
3540010074,00
3540010074,03
3540010118,02
3540010118,04
3540010127,03
3540010127,05
3540010136,05
3540010145,05
3540010243,09
3540010252,02
3540010261,10
3540010270,02
3540010289,01
3540010289,05
3540010305,10
3540010332,01
3540010332,04
3540010369,02
3540010396,09
3540011437,00
3540011464,00
3540011473,00
3540011535,12
3540011562,10
3540011580,00
3540011599,02
3540011599,06
3540011606,04
3540011624,09
3540011633,01
3540011651,00
3540011679,10
3540011682,00
3540011697,02
3540011704,10
3540011713,05
3540011722,02
3540020025,01
3540020061,03
3540020061,05
3540020132,00
3540021264,01
3540021273,00
3540021335,00
3540030049,02
3540030049,04
3540030094,00
3540030110,00
3540030236,00
3540031260,02
3540031297,10
3540031313,00
3540031338,00
3540031340,01
3540040036,01
3540040063,03
3540040081,03
3540040081,05
3540040143,01
3540040143,04
3540040161,01
3540040161,03
3540040189,00
3540040205,01
3540040205,02
3540040287,09
3540040303,09
3540040312,01
3540040321,10
3540040376,00
3540040401,12
3540041480,02
3540041524,00
3540041542,00
3540041560,10
3540041579,03
3540041579,06
3540041622,12
3540041640,00
3540041659,05
3540041668,00
3540041677,11
3540041686,01
3540041695,03
3540041702,01
3540041720,01
3540041739,01
3540041748,00
3540041757,02
3540050032,01
3540050050,00
3540050078,01
3540051119,05
3540060074,02
3540060172,00
3540060190,03
3540060190,06
3540060207,04
3540061240,00
3540061259,10
3540061277,02
3540061286,00
3540061295,09
3540070043,00
3540070114,00
3540080021,00
3540081064,00
3540081073,00
3540090081,00
3540090090,00
3540091159,00
3540091168,00
3540100019,02
3540100019,04
3540100055,00
3540100064,00
3540110033,01
3540110033,09
3540110104,00
3540111138,05
3540111147,02
3540111263,00
3540111272,00
3540111281,00
3540111290,01
3540111307,00
3540120011,01
3540120011,02
3540120119,02
3540120119,04
3540120155,00
3540120173,00
3540120191,00
3540120217,03
3540120217,06
3540120217,14
3540121269,01
3540121278,00
3540121303,04
3540121312,01
3540121321,02
3540130142,01
3540130259,02
3540130277,01
3540130295,01
3540131327,09
3540131390,04
3540131407,01
3540131416,01
3540131452,01
3540131470,01
3540131498,01
3540140022,00
3540140095,02
3540140120,00
3540140139,00
3540140166,00
3540141181,01
3540141181,02
3540141190,10
3540141207,00
3540141216,01
3540141225,00
3540141234,02
3540150028,02
3540150028,04
3540150037,01
3540150037,02
3540150064,01
3540150064,05
3540151114,00
3540151123,00
3540161067,01
3540161076,01
3540181041,00
3541010032,02
3541010032,04
3541010050,02
3541010050,12
3541010078,04
3541010078,06
3541010096,02
3541010096,04
3541010103,00
3541010121,10
3541010149,09
3541010158,09
3541010194,02
3541010194,04
3541010247,00
3541010292,00
3541010292,03
3541010292,08
3541010309,03
3541010318,02
3541010318,04
3541010327,01
3541010327,05
3541010354,05
3541010363,00
3541010390,05
3541010407,00
3541010407,02
3541010416,05
3541010425,05
3541010470,08
3541010514,02
3541010523,09
3541010541,04
3541010550,04
3541010621,00
3541010649,05
3541010658,10
3541010667,04
3541010676,09
3541010685,13
3541010694,01
3541010694,02
3541010701,10
3541010738,00
3541010756,04
3541010809,01
3541010818,06
3541010827,11
3541010863,01
3541010881,03
3541010916,01
3541010943,11
3541010952,10
3541010989,00
3541012009,02
3541012063,04
3541012116,03
3541012152,09
3541012161,14
3541012170,01
3541012170,05
3541012189,04
3541012198,10
3541012214,00
3541012223,01
3541012241,02
3541012269,01
3541012269,04
3541012278,02
3541012287,02
3541012301,10
3541012312,00
3541012321,05
3541020074,00
3541020092,01
3541020092,04
3541020109,00
3541020118,00
3541020305,01
3541022425,00
3541022434,02
3541022434,06
3541022452,12
3541030016,00
3541030025,00
3541030043,00
3541030052,02
3541030052,04
3541030061,00
3541030070,00
3541030098,00
3541030114,00
3541030178,10
3541030258,00
3541031282,02
3541040058,01
3541040101,00
3541040174,09
3541040209,00
3541040227,04
3541040236,00
3541040290,00
3541040307,04
3541040325,02
3541041368,09
3541041377,10
3541041386,05
3541041395,00
3541041402,11
3541041439,04
3541041448,09
3541041457,05
3541041475,03
3541041475,06
3541041493,04
3541041500,02
3541041519,14
3541041528,01
3541041537,05
3541050018,02
3541050018,04
3541050027,02
3541050027,04
3541050045,02
3541050045,04
3541050081,03
3541050081,05
3541050090,05
3541050107,05
3541050214,00
3541050223,09
3541050241,10
3541050287,05
3541050312,04
3541050321,10
3541050330,09
3541050349,04
3541050376,02
3541050385,00
3541050438,00
3541050456,10
3541050465,04
3541050509,00
3541050527,03
3541050527,06
3541050536,10
3541050554,00
3541050563,00
3541050572,02
3541050581,00
3541050590,00
3541051613,00
3541051622,00
3541051640,11
3541051659,11
3541051668,09
3541051677,04
3541051695,05
3541051757,06
3541051766,02
3541060229,00
3541060247,00
3541060256,01
3541060274,09
3541060309,02
3541060407,02
3541060470,01
3541060505,06
3541060514,06
3541060523,02
3541060523,03
3541060550,01
3541061593,02
3541061619,05
3541061637,01
3541061673,10
3541061682,04
3541061691,04
3541061735,04
3541061744,06
3541070029,00
3541070065,03
3541070109,00
3541070127,00
3541070163,00
3541070172,10
3541070181,05
3541070216,09
3541070225,00
3541070234,02
3541070243,01
3541070252,10
3541070261,01
3541070261,05
3541070289,04
3541071295,09
3541071311,02
3541071348,09
3541071357,02
3541071366,11
3541071375,06
3541071393,01
3541071400,02
3541071428,00
3541080025,01
3541080061,01
3541080178,00
3541080196,00
3541081200,00
3541081219,01
3541081273,02
3541090101,01
3541091135,00
3541100022,00
3541100086,03
3541100139,01
3541100255,00
3541101289,00
3541101298,01
3541110019,00
3541110082,01
3541110091,00
3541111141,01
3541120024,00
3541120033,02
3541120033,04
3541120042,00
3541120042,03
3541120042,81
3541120060,00
3541120079,00
3541121129,01
3541130011,02
3541130011,04
3541130048,00
3541130084,00
3541130093,00
3541130119,00
3541130128,05
3541131189,09
3541131232,00
3541131241,02
3541131250,00
3541140106,00
3541140115,00
3541160037,00
3541160055,00
3541160073,01
3541160082,02
3541161114,00
3541170033,00
3541170033,01
3541180146,00
3541181170,00
3541190035,00
3541200090,00
3541200125,06
3541200134,00
3541200205,10
3541200214,04
3541200223,00
3541200232,00
3541200269,02
3541201300,05
3541201319,04
3541201328,01
3541201337,02
3541210149,00
3541210229,00
3541210256,00
3541211271,00
3541211299,05
3541220109,01
3541220118,01
3541230169,00
3541230187,01
3541230196,00
3541230203,10
3541231255,00
3541241117,01
3541241135,05
3541250018,00
3541260032,01
3541270181,00
3541270216,06
3541270234,00
3541270314,01
3541270314,03
3541270341,09
3541270378,10
3541270476,05
3541270485,00
3541270501,09
3541271553,01
3541271562,04
3541271571,00
3541271580,02
3541271624,14
3541271651,01
3541271697,03
3541271697,06
3541271704,02
3541271713,09
3541271731,02
3541271740,01
3541271740,06
3541280052,01
3541280061,03
3541280061,05
3541280123,00
3541280141,00
3541280169,01
3541280178,02
3541280196,10
3541280203,09
3541280258,00
3541280301,02
3541280310,03
3541280310,06
3541280356,01
3541280365,14
3541280427,10
3541280454,04
3541280472,06
3541280507,01
3541281577,00
3541281602,04
3541281602,09
3541281611,03
3541281611,06
3541281648,00
3541281657,10
3541281666,11
3541281675,09
3541281684,11
3541281693,01
3541281754,05
3541290147,00
3541290165,02
3541291171,01
3541291180,09
3541291199,00
3541291199,06
3541291215,10
3541291224,04
3541310046,00
3541310055,00
3541310144,02
3541310144,11
3541310162,01
3541310162,02
3541310297,02
3541310297,04
3541310368,04
3541310377,09
3541310386,00
3541310420,09
3541310420,10
3541310448,01
3541310635,11
3541310671,05
3541310680,00
3541310715,04
3541310733,01
3541310742,04
3541310788,00
3541310788,01
3541310797,00
3541310813,04
3541310822,05
3541310868,10
3541310877,01
3541310902,09
3541310939,10
3541310948,02
3541310957,03
3541310957,06
3541311061,05
3541311070,02
3541311070,82
3541311098,09
3541311105,04
3541311123,04
3541311132,10
3541311196,02
3541311203,00
3541311230,00
3541311230,02
3541311249,02
3541311301,00
3541311310,14
3541312415,02
3541312424,09
3541312488,02
3541312497,04
3541312497,09
3541312531,03
3541312531,06
3541312531,14
3541312559,04
3541312568,03
3541312568,06
3541312577,00
3541312586,00
3541312620,01
3541312657,05
3541312675,09
3541312684,09
3541312693,11
3541312728,05
3541312755,01
3541312808,09
3541312817,02
3541312835,04
3541312844,06
3541312853,09
3541312862,02
3541312871,09
3541312899,00
3541312906,10
3541312915,00
3541312924,10
3541312942,05
3541312960,04
3541312988,02
3541312997,04
3541313010,01
3541313010,05
3541313029,01
3541313046,04
3541313056,09
3541313065,10
3541313083,10
3541313109,14
3541313136,02
3541313145,03
3541313145,06
3541313172,09
3542010018,09
3542010036,02
3542010036,04
3542010045,02
3542010045,04
3542010054,02
3542010054,04
3542010090,09
3542010287,02
3542010287,04
3542010367,02
3542010367,04
3542010465,02
3542010465,11
3542010492,00
3542010518,02
3542010518,04
3542010527,05
3542010563,02
3542010563,04
3542010590,02
3542010590,13
3542010643,02
3542010643,04
3542010652,00
3542010698,04
3542010705,05
3542010723,04
3542010769,05
3542010894,05
3542010901,03
3542010956,13
3542011006,02
3542011033,00
3542011042,10
3542011097,00
3542011104,00
3542011113,02
3542011131,03
3542011202,04
3542011211,00
3542011293,04
3542011328,00
3542011355,04
3542011364,04
3542011382,00
3542011417,12
3542011471,04
3542011471,09
3542011506,01
3542011551,01
3542011631,11
3542011677,06
3542011686,01
3542011720,04
3542011757,01
3542011766,00
3542011775,05
3542011800,00
3542011819,14
3542011828,00
3542011846,09
3542011864,00
3542011873,11
3542011882,00
3542011882,03
3542011908,02
3542011917,09
3542011926,10
3542011935,09
3542011953,01
3542011962,01
3542012012,10
3542012021,09
3542012030,00
3542012049,03
3542012067,09
3542012076,04
3542012085,11
3542012094,00
3542012101,00
3542012110,10
3542012129,12
3542012165,03
3542012165,06
3542012227,09
3542012263,09
3542012290,11
3542012307,01
3542012334,04
3542012352,00
3542012398,11
3542012441,00
3542012469,00
3542013484,00
3542013519,01
3542013582,06
3542013608,05
3542013635,00
3542013662,00
3542013671,05
3542013751,04
3542013751,09
3542013840,04
3542013859,02
3542013886,00
3542013920,03
3542013920,06
3542013984,09
3542014016,02
3542014016,03
3542014016,06
3542014025,03
3542014025,06
3542014098,01
3542014098,02
3542014098,04
3542014105,03
3542014105,06
3542014114,01
3542014132,05
3542014187,03
3542014187,06
3542014203,01
3542014203,02
3542014221,04
3542014221,09
3542014230,00
3542014258,00
3542014329,00
3542014347,10
3542014356,03
3542014356,06
3542014356,14
3542014392,02
3542014445,01
3542014445,12
3542014463,02
3542014507,03
3542014507,06
3542014516,01
3542014516,04
3542014525,02
3542014552,02
3542014561,06
3542014589,09
3542014605,10
3542014623,02
3542014687,00
3542014703,09
3542014712,04
3542014776,13
3542014785,00
3542014794,01
3542014829,01
3542014838,00
3542014856,09
3542014865,00
3542014927,09
3542014954,00
3542014972,10
3542015004,02
3542015031,11
3542015068,05
3542015086,10
3542015102,01
3542015111,02
3542020013,00
3542020023,00
3542020069,00
3542020096,00
3542020103,00
3542020130,01
3542020130,09
3542020201,02
3542020201,04
3542020210,02
3542020210,04
3542020238,02
3542020309,01
3542020345,02
3542020345,04
3542020363,05
3542020416,10
3542020425,10
3542020434,00
3542020461,00
3542020498,00
3542020532,02
3542020541,00
3542020550,09
3542020569,09
3542020596,00
3542020630,00
3542020649,00
3542020676,01
3542020676,03
3542020729,01
3542020738,00
3542020756,00
3542020792,01
3542020792,02
3542020809,10
3542020872,05
3542020916,00
3542021977,00
3542021986,06
3542022018,05
3542022054,04
3542022072,11
3542022090,03
3542022090,08
3542022107,10
3542022125,00
3542022143,02
3542022170,00
3542022189,14
3542022198,00
3542022205,00
3542022214,00
3542022223,02
3542022250,04
3542022269,02
3542022296,11
3542022303,00
3542022321,00
3542030038,01
3542030207,10
3542030332,11
3542030403,00
3542030476,00
3542030494,00
3542030547,05
3542030556,01
3542031606,01
3542031615,02
3542031633,00
3542031642,10
3542031704,04
3542031722,01
3542031722,02
3542031731,04
3542031740,09
3542031795,00
3542031811,05
3542031820,00
3542031848,00
3542040061,00
3542040061,04
3542040089,00
3542040123,00
3542040141,10
3542040169,01
3542040178,01
3542040178,02
3542040187,01
3542040187,05
3542041246,00
3542050343,00
3542050361,00
3542050496,00
3542050521,00
3542050558,00
3542050576,10
3542050638,00
3542050656,06
3542050772,01
3542050781,03
3542050781,05
3542051804,09
3542051859,10
3542051911,00
3542051920,01
3542051948,09
3542051975,00
3542052025,05
3542052034,00
3542052043,00
3542060125,01
3542060134,03
3542060170,02
3542060170,04
3542060189,02
3542060189,04
3542060349,01
3542060401,09
3542060474,00
3542060509,10
3542060536,00
3542060698,00
3542060714,02
3542060769,00
3542060830,02
3542060901,00
3542061917,00
3542061926,00
3542061944,02
3542061953,00
3542062030,03
3542062030,06
3542062058,11
3542062067,05
3542062067,10
3542062085,10
3542062094,02
3542062094,04
3542062147,01
3542062147,04
3542062147,09
3542062156,00
3542062192,00
3542062218,00
3542062218,03
3542062218,14
3542062227,01
3542062279,02
3542062290,00
3542062307,09
3542070023,01
3542070069,00
3542070149,01
3542070167,00
3542070194,01
3542070210,00
3542070229,00
3542071280,00
3542071315,00
3542071324,02
3542071342,00
3542071351,00
3542080029,00
3542080047,02
3542080047,04
3542080083,00
3542080109,00
3542080118,00
3542080163,00
3542080190,00
3542081231,03
3542081231,04
3542081311,01
3542081339,00
3542081348,04
3542081393,10
3542081412,05
3542081421,00
3542081437,02
3542081446,00
3542081455,00
3542081464,01
3542090034,02
3542090034,04
3542090052,02
3542090052,04
3542090061,01
3542090089,02
3542090132,00
3542090150,01
3542090178,10
3542090203,00
3542090276,00
3542090329,04
3542091433,01
3542091522,10
3542091540,00
3542091568,00
3542091586,00
3542091595,00
3542100053,02
3542100053,04
3542100062,00
3542100071,00
3542100124,00
3542101185,01
3542110059,02
3542110059,04
3542110200,01
3542110200,10
3542110282,02
3542110282,04
3542110291,00
3542110326,00
3542110335,00
3542111369,00
3542111378,00
3542111387,01
3542111396,09
3542111396,15
3542120126,00
3542120126,01
3542121249,00
3542121329,00
3542121345,02
3542121356,06
3542140039,00
3542140173,00
3542141385,10
3542141438,00
3542141456,01
3542141465,04
3542150115,00
3542150197,05
3542150204,00
3542150231,10
3542150277,09
3542150320,00
3542150348,00
3542150357,01
3542150375,09
3542151452,06
3542151498,02
3542151498,04
3542151514,04
3542151532,01
3542151569,00
3542151569,13
3542151587,02
3542151596,04
3542151658,01
3542151667,10
3542151676,01
3542160040,00
3542160175,00
3542160184,01
3542160184,09
3542160200,00
3542160228,00
3542160264,02
3542161421,00
3542161430,06
3542161449,00
3542170037,01
3542170091,02
3542170091,04
3542170233,01
3542170251,00
3542170288,00
3542170297,10
3542171329,04
3542171338,00
3542171365,09
3542171374,01
3542171383,02
3542171409,00
3542180015,03
3542180015,05
3542181049,00
3542190066,00
3542190093,00
3542191125,00
3542191134,00
3542200085,02
3542200218,00
3542200254,00
3542200272,03
3542200281,00
3542200307,00
3542200423,10
3542201448,00
3542201466,01
3542201475,04
3542201626,01
3542201644,14
3542211257,01
3542211300,00
3542221226,00
3542231044,00
3542231053,00
3542240034,01
3542241059,09
3543010058,00
3543010085,00
3543010147,00
3543010245,00
3543010263,01
3543010281,05
3543010316,05
3543010334,10
3543010343,05
3543010361,10
3543010503,02
3543010503,04
3543010567,02
3543010567,04
3543010576,00
3543010576,02
3543010674,02
3543010674,04
3543010727,02
3543010727,04
3543010736,02
3543010736,04
3543010745,00
3543010745,03
3543010754,00
3543010772,00
3543010978,02
3543010987,00
3543011028,11
3543011055,02
3543011064,10
3543011073,00
3543011108,00
3543011108,09
3543011135,00
3543011144,01
3543011144,02
3543011180,09
3543011224,00
3543011233,00
3543011279,10
3543011297,00
3543011297,01
3543011340,00
3543011411,03
3543011411,08
3543011420,00
3543011448,00
3543011466,10
3543011500,09
3543011519,05
3543011537,09
3543011555,09
3543011617,00
3543011644,09
3543011662,10
3543011671,01
3543011671,02
3543011742,12
3543011742,13
